Otu,Size,ID,Organism_Class,Organism_Order,Trophic function,Trophic status,Lifestyle,Growth form,#Accession,%identite,Longueur,BitScore,Gateway Hill-M6-1-Min10,Gateway Hill-M6-2-Min10,Gateway Hill-M6-3-Min10,Gateway Hill-M7-1-Min10,Gateway Hill-Sw-1-Org,Gateway Hill-Sw-1-Roots,Gateway Hill-Sw-1-Min10,Gateway Hill-Sw-1-Min35,Gateway Hill-Sw-2-Org,Gateway Hill-Sw-2-Roots,Gateway Hill-Sw-2-Min10,Gateway Hill-Sw-2-Min35,Gateway Hill-M2-1-Min10,Gateway Hill-M2-2-Min10,Gateway Hill-M2-3-Min10,Gateway Hill-M7-2-Min10,Gateway Hill-M7-3-Min10,Gateway Hill-M8-1-Min10,Gateway Hill-M8-2-Min10,Gateway Hill-M8-3-Min10,Gateway Hill-M14-1-Min10,Gateway Hill-M14-2-Min10,Gateway Hill-M14-3-Min10,Fort Chipewayn-TR1B-1-Min10,Fort Chipewayn-TR1B-2-Min10,Fort Chipewayn-TR1B-3-Min10,Fort Chipewayn-TR1P-1-Min10,Fort Chipewayn-TR1P-2-Min10,Fort Chipewayn-TR1P-3-Min10
OTU_3364,4,Peziza badioconfusa RH52806 18S ribosoma,Pezizomycetes,Pezizales,Saprotroph,Saprotroph,Saprotroph,,EU571229.1,95.1,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3365,4,Claussenomyces sp. PDD 55517 18S ribosom,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,KM677201.1,92.8,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
OTU_3366,4,OTU_3366,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
OTU_3367,4,Piloderma olivaceum voucher UC2022993 18,Agaricomycetes,Atheliales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KP814544.1,95.6,321,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3368,4,Lepista flaccida F_ring_2-1H 18S ribosom,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,JX030199.1,99.4,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_3369,4,Xenochalara sp. sd1cN3c 18S ribosomal RN,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,AY465471.1,97.6,248,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3370,4,Phoma proteae strain CBS 114179 18S ribo,Dothideomycetes,Pleosporales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,JQ044433.1,97,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
OTU_3371,4,Phialophora sp. C16 isolate C16 18S ribo,Eurotiomycetes,Chaetothyriales,Saprotroph/Facultative yeast,Saprotroph,Facultative yeast,Facultative yeast,FJ903315.1,94.1,288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_3372,4,Phialocephala helvetica strain 93-315 18,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,AY078142.1,90.8,304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_3373,4,Fibulomyces fusoideus voucher UC2023062 ,Agaricomycetes,Atheliales,Saprotroph,Saprotroph,Saprotroph,,KP814479.1,83.9,310,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3374,4,Pseudobotrytis bisbyi strain CBS 213.65 ,Sordariomycetes,Coniochaetales,Unknown Function,Unknown Function,Unknown Function,,KF733464.1,82,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3375,4,Mortierella sp. 02NH02 18S ribosomal RNA,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,JX270348.1,95.6,275,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3376,4,Phaeosphaeria sp. LC-03-004 isolate 03-0,Dothideomycetes,Pleosporales,Saprotroph,Saprotroph,Saprotroph,,DQ402526.1,89.9,316,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3377,4,Mortierella pseudozygospora strain CBS 7,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,JX975960.1,100,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
OTU_3378,4,Vestigium trifidum DAOM 240321 ITS regio,Incertae sedis,Incertae sedis,Unknown Function,Unknown Function,Unknown Function,,NR_121556.1,93.5,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
OTU_3379,4,OTU_3379,,,,,,,,,,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3380,4,Pseudophacidium ledi strain VKM F-4682 s,Leotiomycetes,Rhytismatales,Saprotroph,Saprotroph,Saprotroph,,MF375776.1,89.3,299,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_3381,4,Spirosphaera minuta strain CBS 476.66 18,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,HQ696659.1,84.9,299,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3382,4,Pseudotomentella atrofusca voucher UC202,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KP814390.1,97.8,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
OTU_3383,4,OTU_3383,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3384,4,OTU_3384,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_3385,4,OTU_3385,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3386,4,Tomentella sp. voucher MES-2144 internal,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KY462669.1,93.7,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3387,4,OTU_3387,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
OTU_3388,4,Clitocella popinalis voucher KA12-1717 1,,,,,,,KR673647.1,87.1,373,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3389,4,Claussenomyces kirschsteinianus voucher ,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,KY689631.1,99,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3390,4,Cenococcum geophilum strain SPOP1 18S ri,Dothideomycetes,Hysteriales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KC967385.1,96.8,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
OTU_3391,4,"Sebacina sp. Seb13I genes for ITS1, 5.8S",Agaricomycetes,Sebacinales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,AB831799.1,89.4,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
OTU_3392,4,Penicillium sp. TR073 18S ribosomal RNA ,Eurotiomycetes,Eurotiales,Saprotroph,Saprotroph,Saprotroph,,HQ608104.1,96.7,304,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3393,4,Ectomycorrhizal isolate LVR4069 18S ribo,,,,,,,AY579413.1,90.5,304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
OTU_3394,4,Hebeloma monticola voucher UPS:SM6133 sm,Agaricomycetes,Agaricales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KX765772.1,92.8,375,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3395,4,OTU_3395,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3396,4,OTU_3396,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
OTU_3397,4,Archaeorhizomyces borealis CBS 138755 IT,Archaeorhizomycetes,Archaeorhizomycetales,Saprotroph,Saprotroph,Saprotroph,,NR_126144.2,80.6,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1
OTU_3398,4,Ambomucor seriatoinflatus 18S ribosomal ,Incertae sedis,Mucorales,Unknown Function,Unknown Function,Unknown Function,,AY743664.1,88.5,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
OTU_3399,4,Pyrenophora tritici-repentis strain MFLU,Dothideomycetes,Pleosporales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,KY026596.1,100,293,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3400,4,OTU_3400,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
OTU_3401,4,OTU_3401,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3402,4,OTU_3402,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
OTU_3403,4,Mortierella gamsii strain GW_OTU13 18S r,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,KP714542.1,96.4,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3404,4,Sebacina sp. PC02 internal transcribed s,Agaricomycetes,Sebacinales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,JX561238.1,99.6,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
OTU_3405,4,Tomentella coerulea isolate PA46 18S rib,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KR019826.1,92.1,329,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3406,4,Myrothecium roridum isolate LH-5 18S rib,Sordariomycetes,Hypocreales,Saprotroph,Saprotroph,Saprotroph,,HQ433334.1,87,293,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_3407,4,Amphinema byssoides voucher UC2022833 in,Agaricomycetes,Atheliales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KP814532.1,97.3,261,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3408,4,OTU_3408,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_3409,4,OTU_3409,,,,,,,,,,,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3410,4,Mortierella amoeboidea isolate UFMGCB 10,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,MG001395.1,98.1,269,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3411,4,Rhytismataceae sp. 8PBL101 genes for ITS,,,,,,,LC014891.1,86.2,443,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_3412,4,OTU_3412,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_3413,4,Hypocrea muroiana 18S rRNA gene,Sordariomycetes,Hypocreales,Biotroph/Mycoparasite,Biotroph,Mycoparasite,,Z95928.1,96.5,316,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3414,4,Ilyonectria sp. 2 PB-2014 strain 106HR12,Sordariomycetes,Hypocreales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,KM248554.1,97,264,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_3415,4,OTU_3415,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3416,4,Penicillium montanense 18S ribosomal RNA,Eurotiomycetes,Eurotiales,Saprotroph,Saprotroph,Saprotroph,,KF588635.1,96.7,303,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3417,4,OTU_3417,,,,,,,,,,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3418,4,Capronia sp. SL102031 18S ribosomal RNA ,Eurotiomycetes,Chaetothyriales,Saprotroph/Facultative yeast,Saprotroph,Facultative yeast,Facultative yeast,JQ354915.1,95.5,244,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3419,4,Dactylellina parvicollis strain CBS 450 ,Orbiliomycetes,Orbiliales,Saprotroph,Saprotroph,Saprotroph,,KT215207.1,96.3,325,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_3420,4,Pseudogymnoascus pannorum strain MKOTU5 ,Leotiomycetes,Incertae sedis,Saprotroph/Pathogen,Saprotroph,Pathogen,,KP714598.1,96.7,302,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3421,4,Hirsutella minnesotensis strain CN-SCN09,Sordariomycetes,Hypocreales,Biotroph/Animal parasite,Biotroph,Animal parasite,,KJ563374.1,96.9,226,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3422,4,OTU_3422,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3423,4,Preussia sp. ADL2.6 18S ribosomal RNA ge,Dothideomycetes,Pleosporales,Saprotroph,Saprotroph,Saprotroph,,JN418766.1,94.9,272,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3424,4,Podospora araneosa 18S ribosomal RNA gen,Sordariomycetes,Sordariales,Saprotroph,Saprotroph,Saprotroph,,EF197073.1,90,280,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3425,4,Cadophora luteo-olivacea small subunit r,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,KF156297.1,93.5,370,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3426,4,Pseudocercosporella sp. CPC 4008 18S rib,Dothideomycetes,Capnodiales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,GU214686.1,85.2,284,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3427,4,Cristinia sp. FP-100305 18S small subuni,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,GU187526.1,99.3,403,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
OTU_3428,4,Tetracladium sp. MKOTU71 18S ribosomal R,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,KP714661.1,90.1,303,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3429,4,Aspergillus sp. 17WV14 18S ribosomal RNA,Eurotiomycetes,Eurotiales,Saprotroph,Saprotroph,Saprotroph,,JX270520.1,99.7,288,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3430,4,Verticillium fungicola culture-collectio,Sordariomycetes,Hypocreales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,JQ647439.1,93.6,282,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3431,4,"Geomyces sp. 18VA12 18S ribosomal RNA, p",Leotiomycetes,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,JX270532.1,97.7,302,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3432,4,Mortierella alpina isolate ATT234 18S ri,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,HQ607903.1,84.7,308,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3433,4,Leucoagaricus bonii voucher AC4911 small,Agaricomycetes,Agaricales,Saprotroph/White rot,Saprotroph,White rot,White rot,KT992147.1,93.1,423,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3434,4,OTU_3434,,,,,,,,,,,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3435,4,"Wilcoxina rehmii 18S ribosomal RNA, part",Pezizomycetes,Pezizales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U38634.1,99.1,218,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3436,4,Pseudogymnoascus sp. K AM-2013 isolate A,Leotiomycetes,Incertae sedis,Saprotroph/Pathogen,Saprotroph,Pathogen,,KF039893.1,88.4,303,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3437,4,Tetracladium sp. C2/20 18S ribosomal RNA,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,KM246274.1,81.5,302,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3438,4,Trichoderma polysporum CBS 820.68 ITS re,Sordariomycetes,Hypocreales,Saprotroph,Saprotroph,Saprotroph,,NR_134448.1,96.4,332,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3439,4,Cadophora luteo-olivacea isolate PhiK3II,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,FJ486274.1,97.7,353,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_3440,4,Pseudocosmospora vilior strain A.R. 4771,,,,,,,KC291734.1,91.3,275,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3441,4,Sistotremastrum sp. DLL2011-1 voucher CF,Agaricomycetes,Trechisporales,Saprotroph,Saprotroph,Saprotroph,,KJ140723.1,99.4,323,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3442,4,"Wilcoxina rehmii 18S ribosomal RNA, part",Pezizomycetes,Pezizales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U38634.1,99.1,218,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_3443,4,Nectria sp. olrim133 strain VL165 18S ri,Sordariomycetes,Hypocreales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,JF440602.1,84,287,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3444,4,Mortierella alpina strain MKOTU34 18S ri,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,KP714627.1,98.3,297,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_3445,4,OTU_3445,,,,,,,,,,,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3446,4,OTU_3446,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_3447,4,OTU_3447,,,,,,,,,,,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_3448,4,Exophiala sp. CPC 12173 18S ribosomal RN,Eurotiomycetes,Chaetothyriales,Saprotroph/Facultative yeast,Saprotroph,Facultative yeast,Facultative yeast,EU035422.1,93.9,329,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3449,4,Nectria dacryocarpa strain CBS 113532 18,Sordariomycetes,Hypocreales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,KM231848.1,95.5,287,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3450,4,"Geomyces sp. 24MN14 18S ribosomal RNA, p",Leotiomycetes,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,JX270622.1,92.1,303,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3451,4,Mortierella sp. isolate MM8 18S ribosoma,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,KX343172.1,97,299,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_3452,4,"Geomyces sp. 24MN14 18S ribosomal RNA, p",Leotiomycetes,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,JX270622.1,90.4,303,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3453,4,Acremonium charticola strain 06700 inter,Sordariomycetes,Hypocreales,Saprotroph,Saprotroph,Saprotroph,,KT878345.1,83.8,309,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3454,4,Mortierella sp. isolate MM8 18S ribosoma,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,KX343172.1,96.3,300,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_3455,4,Calycina herbarum isolate 1549 internal ,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,AY348594.1,97.6,246,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3456,4,"Geomyces sp. 23WI14 18S ribosomal RNA, p",Leotiomycetes,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,JX270604.1,96.1,306,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_3457,4,OTU_3457,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3458,4,Pochonia sp. CBS 892.72 18S ribosomal RN,Sordariomycetes,Hypocreales,Biotroph/Animal parasite,Biotroph,Animal parasite,,KM231844.1,89.2,279,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3459,4,Syncephalis sp. 3 HMH-2016 strain STSTT ,Incertae sedis,Zoopagales,Biotroph/Mycoparasite,Biotroph,Mycoparasite,,KT601331.1,90.9,362,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3460,4,Leucoagaricus bonii voucher AC4911 small,Agaricomycetes,Agaricales,Saprotroph/White rot,Saprotroph,White rot,White rot,KT992147.1,94.2,413,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3461,4,OTU_3461,,,,,,,,,,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3462,4,OTU_3462,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3463,4,Lecanicillium sp. strain S8I1CN internal,Sordariomycetes,Hypocreales,Biotroph/Animal parasite,Biotroph,Animal parasite,,KY305085.1,97.5,242,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3464,4,OTU_3464,,,,,,,,,,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3465,4,Preussia sp. isolate A36 small subunit r,Dothideomycetes,Pleosporales,Saprotroph,Saprotroph,Saprotroph,,KX611026.1,97.1,272,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
